2001,1,0,-2.9,23.8,3.8,-1.8,-1.0,4.6,293.,4.0,2.2,5.8,13744.
2001,1,1,-2.9,23.9,3.1,-0.9,-1.3,3.5,296.,4.5,2.3,6.4,13484.
2001,1,2,-3.0,23.9,3.4,-0.7,-1.7,3.9,294.,4.7,2.5,7.0,12963.
2001,1,3,-3.0,24.0,3.0,-0.9,-1.7,3.6,293.,4.7,2.1,11.2,11760.
2001,1,4,-3.0,24.0,2.4,-1.4,-1.3,3.1,294.,4.9,2.2,13.3,11508.
2001,1,5,-3.0,24.0,3.2,-0.9,-2.2,4.0,292.,5.0,2.2,15.7,10869.
2001,1,6,-3.0,24.1,3.5,-0.6,-2.2,4.2,288.,4.9,2.5,12.9,9027.
2001,1,7,-3.0,24.1,3.8,-0.4,-2.3,4.5,286.,5.1,2.1,11.3,9050.
2001,1,8,-3.0,24.2,3.9,0.2,-1.7,4.3,285.,5.4,1.4,11.1,9479.
2001,1,9,-3.0,24.2,3.5,0.5,-2.1,4.2,286.,5.5,1.0,11.8,10546.
2001,1,10,-3.0,24.3,3.5,0.4,-2.4,4.4,283.,5.9,0.3,13.2,9347.
2001,1,11,-3.0,24.3,3.3,2.6,-1.3,4.4,282.,5.3,0.7,14.5,11000.
2001,1,12,-3.0,24.3,3.2,1.5,-1.6,4.1,282.,5.2,0.8,12.8,13657.
2001,1,13,-3.0,24.4,1.8,2.0,-0.1,3.0,279.,4.9,2.0,11.9,13735.
2001,1,14,-3.0,24.4,1.8,1.9,0.7,2.8,281.,4.0,1.8,11.3,18339.
2001,1,15,-3.0,24.5,1.6,0.3,0.2,2.2,279.,4.7,4.2,11.0,17495.
2001,1,16,-3.0,24.5,2.2,-0.1,0.9,2.6,274.,4.8,4.1,10.7,22153.
2001,1,17,-3.0,24.6,2.8,0.1,2.3,3.8,272.,3.9,2.9,10.2,25470.
2001,1,18,-3.0,24.6,3.1,0.2,4.0,5.5,278.,3.5,2.6,10.0,26342.
2001,1,19,-3.0,24.6,2.1,2.4,-1.7,4.8,285.,5.2,3.7,11.7,28385.
2001,1,20,-3.0,24.7,0.9,2.2,1.5,4.3,290.,5.9,3.2,11.5,35385.
2001,1,21,-3.0,24.7,3.3,-1.0,-0.3,4.3,294.,7.0,3.4,11.7,28893.
2001,1,22,-3.1,24.8,3.8,-4.8,-1.0,6.2,292.,6.8,3.8,11.8,28115.
2001,1,23,-3.1,24.8,3.7,-5.3,-0.3,6.5,291.,6.8,3.9,12.6,29972.
2001,2,0,-3.1,24.9,3.3,-4.9,0.6,6.3,285.,7.0,3.3,13.9,31321.
2001,2,1,-3.1,24.9,3.8,-4.2,-1.3,6.0,284.,5.7,3.8,14.1,33248.
2001,2,2,-3.1,24.9,3.7,-4.9,0.9,6.3,283.,5.5,3.3,15.3,38737.
2001,2,3,-3.1,25.0,3.7,-4.1,0.5,5.7,281.,4.6,3.9,14.3,41038.
2001,2,4,-3.1,25.0,4.9,-2.6,-0.3,5.7,278.,4.4,2.0,13.9,59074.
2001,2,5,-3.1,25.1,5.0,-0.9,-0.4,5.2,281.,2.1,1.9,12.7,55104.
2001,2,6,-3.1,25.1,4.6,-1.6,-0.9,5.1,276.,1.9,1.8,12.3,48475.
2001,2,7,-3.1,25.1,4.1,-2.6,-0.1,4.9,275.,2.4,2.6,11.3,44387.
2001,2,8,-3.1,25.2,4.0,-2.2,1.4,4.8,272.,2.7,2.8,10.8,41847.
2001,2,9,-3.1,25.2,2.7,-0.8,1.5,3.3,270.,2.8,1.4,10.8,33467.
2001,2,10,-3.1,25.3,1.6,-1.2,2.1,3.4,269.,1.5,0.4,10.8,30499.
2001,2,11,-3.1,25.3,0.3,-0.6,2.7,3.2,271.,1.1,1.2,9.9,37599.
2001,2,12,-3.1,25.4,-1.1,0.1,2.4,3.3,273.,-0.1,1.7,8.6,39711.
2001,2,13,-3.1,25.4,-2.2,-1.1,2.4,3.6,277.,0.3,2.5,11.2,48407.
2001,2,14,-3.1,25.4,-0.9,-1.3,2.4,4.0,290.,0.2,3.9,15.1,62649.
2001,2,15,-3.1,25.5,2.5,-2.8,1.4,4.6,291.,-0.4,3.7,14.4,55922.
2001,2,16,-3.1,25.5,2.4,-3.9,1.6,5.3,287.,0.8,4.0,13.8,51439.
2001,2,17,-3.1,25.6,1.6,-5.0,-0.1,5.8,297.,0.4,4.1,13.1,38099.
2001,2,18,-3.1,25.6,2.0,-4.2,1.9,6.7,292.,-1.6,5.3,14.4,36454.
2001,2,19,-3.2,25.7,-0.7,-1.8,6.9,7.7,291.,-1.8,3.5,16.1,44938.
2001,2,20,-3.2,25.7,1.1,-4.9,5.3,8.8,284.,3.5,3.1,15.4,51240.
2001,2,21,-3.2,25.7,3.1,-3.9,-5.7,9.9,302.,2.5,-0.5,14.6,50543.
2001,2,22,-3.2,25.8,-1.6,-0.2,5.0,9.9,323.,-2.4,-1.7,15.8,40959.
2001,2,23,-3.2,25.8,-3.8,-1.6,8.3,10.0,332.,-3.5,-2.4,19.2,39934.
2001,3,0,-3.2,25.9,-1.3,-4.4,3.2,9.9,332.,-3.0,-2.6,17.8,43635.
2001,3,1,-3.2,25.9,3.9,-4.0,-5.7,8.8,333.,-1.6,-1.3,27.9,32307.
2001,3,2,-3.2,26.0,4.1,-0.6,-10.0,11.4,333.,-0.3,-0.7,20.2,38363.
2001,3,3,-3.2,26.0,5.7,-2.6,-9.0,11.1,332.,1.1,-1.5,19.7,37414.
2001,3,4,-3.2,26.0,6.7,-6.5,-6.0,11.3,340.,1.4,-3.7,15.4,47952.
2001,3,5,-3.2,26.1,6.6,-8.6,-4.0,12.0,346.,0.4,-3.9,8.0,57708.
2001,3,6,-3.2,26.1,2.0,-5.8,2.2,8.3,351.,-0.2,-5.3,11.7,113848.
2001,3,7,-3.2,26.2,-3.0,0.8,4.9,6.1,366.,-2.8,-8.1,12.6,130619.
2001,3,8,-3.2,26.2,0.7,-2.9,3.4,5.7,356.,-1.7,-6.7,11.5,130048.
2001,3,9,-3.2,26.2,4.6,-4.6,-0.8,6.9,352.,0.8,-7.0,10.4,134788.
2001,3,10,-3.2,26.3,5.2,-2.3,-1.9,6.2,347.,0.8,-7.2,10.3,141335.
2001,3,11,-3.2,26.3,1.3,-0.9,0.8,4.5,353.,-0.8,-7.3,9.6,146984.
2001,3,12,-3.2,26.4,2.1,-3.5,-0.8,5.5,346.,-0.0,-5.2,10.0,123498.
2001,3,13,-3.2,26.4,4.0,-0.4,3.2,5.8,343.,-2.0,-5.1,10.1,120256.
2001,3,14,-3.2,26.5,2.2,-5.0,2.3,6.4,344.,-2.4,-3.7,10.3,105019.
2001,3,15,-3.2,26.5,-0.6,-2.7,5.0,6.1,355.,-4.6,-4.4,10.1,105893.
2001,3,16,-3.3,26.5,-1.7,-0.2,4.5,6.3,361.,-5.5,-5.6,10.1,107754.
